crossroad,amount
C,8.0
C,0.9
C,9.0
C,8.1
C,3.6
C,6.3
C,3.6
C,7.2
C,1.8
C,0.9
C,6.0
C,10.0
C,11.0
C,5.5
C,4.800000000000001
C,1.2000000000000002
C,1.3
C,0.0
C,11.200000000000001
C,0.0
C,7.0
B,6.0
A,5.5
D,2.2
D,2.6
G,14.0
G,4.0
G,24.0
H,16.8
H,13.2
I,24.3
C,11.200000000000001
B,14.0
A,14.0
D,1.3
G,11.700000000000001
G,4.0
H,6.4
I,8.1
C,2.8000000000000003
C,3.0
C,3.2
C,3.2
C,14.4
B,6.800000000000001
B,7.6000000000000005
B,14.0
B,8.8
B,20.7
A,11.0
A,11.5
A,15.6
D,5.6000000000000005
G,32.4
H,6.800000000000001
H,3.7
H,7.800000000000001
H,19.0
I,46.800000000000004
C,2.8000000000000003
B,4.800000000000001
B,4.800000000000001
B,7.199999999999999
B,5.6000000000000005
A,8.0
A,10.5
D,4.800000000000001
D,5.2
D,5.6000000000000005
D,6.2
D,6.4
D,7.0
D,35.1
G,4.0
H,11.4
H,39.9
I,61.2
C,3.2
B,11.4
B,8.8
A,9.600000000000001
A,12.5
D,5.800000000000001
D,31.0
G,23.400000000000002
H,3.6
I,11.700000000000001
C,2.8000000000000003
C,3.0
C,3.4000000000000004
C,12.6
C,3.8000000000000003
C,4.4
C,4.6000000000000005
C,7.5
C,5.2
C,5.800000000000001
C,6.0
C,6.6000000000000005
C,6.6000000000000005
C,12.8
C,6.4
C,29.7
B,23.799999999999997
B,14.8
B,11.7
B,16.400000000000002
A,24.5
D,12.200000000000001
G,79.2
H,2.6
H,2.6
I,13.5
C,3.0
C,3.2
C,5.3999999999999995
C,3.6
C,3.6
C,3.8000000000000003
C,4.0
C,9.200000000000001
C,18.400000000000002
C,4.6000000000000005
C,4.6000000000000005
C,4.800000000000001
C,4.800000000000001
C,5.0
C,5.2
C,5.6000000000000005
C,29.0
B,10.8
A,18.0
D,9.0
D,4.2
G,12.8
H,2.8000000000000003
H,2.6
H,2.4000000000000004
H,2.8000000000000003
H,2.6
H,2.6
H,7.5
I,15.3
C,8.5
B,8.0
B,0.0
B,20.0
A,38.0
D,1.6
D,1.7000000000000002
D,1.8
D,1.9000000000000001
D,2.0
D,2.2
D,0.0
G,25.2
H,5.2
H,5.6000000000000005
H,6.6000000000000005
H,6.800000000000001
I,35.1
C,20.5
C,21.0
C,22.0
B,26.8
A,0.0
A,8.0
A,8.5
D,19.0
D,1.7000000000000002
D,15.3
D,2.0
D,2.1
D,0.0
D,2.1
D,6.3
D,2.3000000000000003
D,2.3000000000000003
D,2.5
D,2.5
D,2.7
D,2.9000000000000004
D,25.6
G,17.0
H,7.0
I,32.4
C,20.0
C,21.0
C,22.5
C,21.5
B,5.2
A,6.0
D,1.4000000000000001
G,12.6
H,2.0
H,9.1
I,14.4
I,17.1
I,4.800000000000001
I,26.1
I,27.900000000000002
I,31.5
C,7.0
B,6.0
A,0.0
A,9.0
D,2.0
D,2.1
D,2.2
G,23.400000000000002
H,4.800000000000001
I,15.3
I,16.2
C,2.8000000000000003
B,6.4
A,8.5
A,9.0
A,16.0
D,16.0
D,2.2
D,12.5
G,16.2
G,16.2
H,2.8000000000000003
H,3.0
H,3.4000000000000004
H,3.8000000000000003
I,27.900000000000002
I,35.1
C,2.8000000000000003
C,7.5
B,6.4
B,6.4
B,11.899999999999999
A,9.0
A,11.5
D,2.6
D,2.8000000000000003
D,9.6
D,3.3000000000000003
D,3.4000000000000004
G,40.5
H,8.6
H,9.200000000000001
I,74.7
C,8.0
C,10.0
C,11.0
C,11.5
C,12.5
C,12.0
C,21.6
B,9.600000000000001
B,26.0
A,13.0
D,2.4000000000000004
D,2.5
G,18.0
H,10.200000000000001
H,25.0
I,13.5
C,7.5
B,6.0
B,7.2
A,10.5
D,2.2
D,2.5
D,3.5
G,59.4
H,0.0
H,3.0
H,3.4000000000000004
H,3.6
H,3.6
H,3.6
H,3.6
H,3.6
H,4.0
H,5.0
H,5.6000000000000005
H,6.6000000000000005
H,7.0
I,34.2
C,19.0
B,18.0
A,41.3
D,7.6000000000000005
G,11.700000000000001
G,11.700000000000001
G,11.700000000000001
G,11.700000000000001
H,2.4000000000000004
H,2.6
H,2.8000000000000003
H,2.8000000000000003
H,2.8000000000000003
H,3.2
H,3.2
I,12.6
I,13.5
I,13.5
C,8.0
B,7.6000000000000005
A,15.5
D,0.0
G,16.2
H,3.4000000000000004
H,3.4000000000000004
H,3.6
I,12.6
C,6.0
C,13.0
B,15.600000000000001
A,8.0
D,1.8
D,2.1
D,2.3000000000000003
D,2.5
D,2.7
G,25.2
H,10.0
H,9.5
I,18.0
C,11.5
B,6.4
A,9.0
D,2.0
G,21.6
H,2.4000000000000004
H,6.0
H,9.0
I,7.8
I,27.0
C,6.5
C,10.799999999999999
B,7.6000000000000005
A,10.5
A,11.0
D,2.5
D,2.6
D,2.9000000000000004
G,30.6
G,18.0
H,18.0
I,33.300000000000004
C,6.5
C,7.5
B,4.800000000000001
A,6.5
D,1.3
G,10.8
H,5.5
H,4.5
H,5.0
I,8.1
I,9.9
I,18.900000000000002
C,7.0
B,6.0
A,8.5
A,9.5
A,9.5
D,2.1
D,2.3000000000000003
D,2.6
D,2.5
D,2.6
D,0.0
D,2.9000000000000004
D,3.2
D,3.2
G,35.0
H,13.5
I,19.8
C,8.0
B,5.2
B,3.5999999999999996
A,6.0
D,1.4000000000000001
D,1.7000000000000002
D,2.0
D,2.1
D,2.6
D,2.8000000000000003
D,3.1
D,3.3000000000000003
G,42.300000000000004
H,24.5
I,13.5
I,13.5
I,13.5
C,7.5
C,9.5
C,10.0
B,8.4
B,8.8
